location,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Dimmit, Texas",Confirmed (per 100k),9.88,1.41,0.14,3.11,4,3,7,-2
"Iron, Missouri",Confirmed (per 100k),9.88,1.41,0.14,3.11,4,3,7,-2
"McKean, Pennsylvania",Confirmed (per 100k),9.85,1.05,0.11,3.57,4,3,7,1
"Knox, Kentucky",Confirmed (per 100k),9.63,0.46,0.05,2.41,3,4,7,-1
"Box Butte, Nebraska",Confirmed (per 100k),9.27,1.32,0.14,3.11,4,3,7,-2
"Bee, Texas",Confirmed (per 100k),9.21,1.32,0.14,3.11,4,3,7,-1
"Luna, New Mexico",Confirmed (per 100k),8.44,1.21,0.14,3.11,4,3,7,-2
"Price, Wisconsin",Confirmed (per 100k),7.49,1.07,0.14,3.11,4,3,7,-2
"Polk, Wisconsin",Confirmed (per 100k),6.85,0.98,0.14,2.87,3,4,7,-1
"Knott, Kentucky",Confirmed (per 100k),6.75,0.96,0.14,2.41,3,4,7,-1
"Becker, Minnesota",Confirmed (per 100k),5.81,0.83,0.14,2.41,3,4,7,-1
"Cooke, Texas",Confirmed (per 100k),4.85,0.69,0.14,2.41,3,4,7,-1
"Rowan, Kentucky",Confirmed (per 100k),4.09,0.58,0.14,2.41,3,4,7,-1
"Nassau, New York",Confirmed (per 100k),2046.69,85.98,0.04,13.58,5,1,6,0
"Randolph, Georgia",Confirmed (per 100k),1976.98,103.28,0.05,10.63,5,1,6,-1
"Orange, New York",Confirmed (per 100k),1627.79,65.13,0.04,13.86,5,1,6,0
"Terrell, Georgia",Confirmed (per 100k),1605.91,70.33,0.04,12.69,5,1,6,0
"Passaic, New Jersey",Confirmed (per 100k),1458.08,67.70,0.05,11.23,5,1,6,0
"Early, Georgia",Confirmed (per 100k),1432.78,60.28,0.04,13.21,5,1,6,0
"Union, New Jersey",Confirmed (per 100k),1420.71,66.94,0.05,11.39,5,1,6,0
"Hudson, New Jersey",Confirmed (per 100k),1363.05,65.31,0.05,11.20,5,1,6,0
"Essex, New Jersey",Confirmed (per 100k),1136.96,53.30,0.05,11.62,5,1,6,0
"Calhoun, Georgia",Confirmed (per 100k),953.30,64.63,0.07,7.47,5,1,6,-1
"Sumter, Georgia",Confirmed (per 100k),938.22,50.81,0.05,10.46,5,1,6,-1
"St. Charles, Louisiana",Confirmed (per 100k),915.25,39.82,0.04,13.18,5,1,6,1
"Greer, Oklahoma",Confirmed (per 100k),875.35,45.02,0.05,12.36,5,1,6,0
"Suffolk, Massachusetts",Confirmed (per 100k),848.36,47.61,0.06,9.12,5,1,6,0
"Middlesex, New Jersey",Confirmed (per 100k),847.69,41.90,0.05,11.01,5,1,6,0
"Mitchell, Georgia",Confirmed (per 100k),837.03,41.82,0.05,10.49,5,1,6,-1
"Iberville, Louisiana",Confirmed (per 100k),793.58,37.35,0.05,12.54,5,1,6,0
"Morris, New Jersey",Confirmed (per 100k),752.47,30.70,0.04,13.82,5,1,6,0
"Fairfield, Connecticut",Confirmed (per 100k),722.55,35.50,0.05,11.39,5,1,6,0
"Dutchess, New York",Confirmed (per 100k),708.66,31.71,0.04,12.96,5,1,6,0
"Donley, Texas",Confirmed (per 100k),701.65,43.58,0.06,10.05,5,1,6,-1
"Chambers, Alabama",Confirmed (per 100k),694.65,48.11,0.07,7.98,5,1,6,-1
"Putnam, New York",Confirmed (per 100k),644.83,30.08,0.05,12.10,5,1,6,0
"Somerset, New Jersey",Confirmed (per 100k),639.34,36.52,0.06,9.50,5,1,6,0
"Wilkinson, Mississippi",Confirmed (per 100k),614.14,29.80,0.05,11.70,5,1,6,0
"Assumption, Louisiana",Confirmed (per 100k),602.99,26.10,0.04,13.44,5,1,6,0
"Decatur, Indiana",Confirmed (per 100k),602.43,30.12,0.05,10.94,5,1,6,0
"Turner, Georgia",Confirmed (per 100k),601.13,37.57,0.06,7.47,5,1,6,-1
"Sullivan, New York",Confirmed (per 100k),579.33,24.24,0.04,13.36,5,1,6,0
"Baker, Georgia",Confirmed (per 100k),559.58,32.92,0.06,9.16,5,1,6,-1
"Mercer, New Jersey",Confirmed (per 100k),554.39,33.59,0.06,8.21,5,1,6,-1
"Worth, Georgia",Confirmed (per 100k),553.17,28.22,0.05,10.03,5,1,6,-1
"Toole, Montana",Confirmed (per 100k),548.99,27.15,0.05,11.90,5,1,6,0
"Lehigh, Pennsylvania",Confirmed (per 100k),541.27,23.32,0.04,13.22,5,1,6,0
"Essex, Massachusetts",Confirmed (per 100k),538.00,32.43,0.06,8.15,5,1,6,-1
"De Soto, Louisiana",Confirmed (per 100k),509.78,22.37,0.04,13.11,5,1,6,0
"Philadelphia, Pennsylvania",Confirmed (per 100k),507.87,24.03,0.05,11.19,5,1,6,0
"Pike, Pennsylvania",Confirmed (per 100k),494.54,30.72,0.06,8.42,5,1,6,0
"Washington, Iowa",Confirmed (per 100k),482.59,25.37,0.05,9.96,5,1,6,0
"Warren, New Jersey",Confirmed (per 100k),475.93,24.29,0.05,10.26,5,1,6,0
"Ulster, New York",Confirmed (per 100k),475.86,22.77,0.05,10.46,5,1,6,0
"Plymouth, Massachusetts",Confirmed (per 100k),473.14,26.89,0.06,9.31,5,1,6,0
"Norfolk, Massachusetts",Confirmed (per 100k),472.85,27.17,0.06,9.03,5,1,6,0
"Dooly, Georgia",Confirmed (per 100k),470.50,25.61,0.05,8.20,5,1,6,-1
"Macomb, Michigan",Confirmed (per 100k),456.77,19.06,0.04,13.33,5,1,6,0
"Middlesex, Massachusetts",Confirmed (per 100k),447.11,27.80,0.06,8.03,5,1,6,-1
"East Feliciana, Louisiana",Confirmed (per 100k),438.99,31.36,0.07,7.78,5,1,6,0
"Hampden, Massachusetts",Confirmed (per 100k),425.63,24.63,0.06,9.34,5,1,6,0
"Northampton, Pennsylvania",Confirmed (per 100k),424.52,18.44,0.04,13.06,5,1,6,0
"Crisp, Georgia",Confirmed (per 100k),415.70,25.54,0.06,8.19,5,1,6,0
"Sussex, New Jersey",Confirmed (per 100k),411.42,19.73,0.05,11.58,5,1,6,0
"Washington, Louisiana",Confirmed (per 100k),387.50,20.72,0.05,10.36,5,1,6,0
"Delaware, Pennsylvania",Confirmed (per 100k),362.60,22.71,0.06,8.29,5,1,6,-1
"West Feliciana, Louisiana",Confirmed (per 100k),353.29,13.76,0.04,13.93,5,1,6,0
"Cook, Illinois",Confirmed (per 100k),351.19,18.82,0.05,9.87,5,1,6,0
"Camden, New Jersey",Confirmed (per 100k),342.37,21.13,0.06,7.96,5,1,6,-1
"St. Martin, Louisiana",Confirmed (per 100k),335.01,16.58,0.05,11.66,5,1,6,0
"District of Columbia, District of Columbia",Confirmed (per 100k),332.98,15.32,0.05,11.60,5,1,6,0
"Tangipahoa, Louisiana",Confirmed (per 100k),313.15,15.80,0.05,10.87,5,1,6,0
"Holmes, Mississippi",Confirmed (per 100k),311.58,21.00,0.07,7.99,5,1,6,0
"Miami-Dade, Florida",Confirmed (per 100k),306.45,14.26,0.05,12.08,5,1,6,0
"Montgomery, Pennsylvania",Confirmed (per 100k),306.17,16.40,0.05,10.48,5,1,6,0
"West Baton Rouge, Louisiana",Confirmed (per 100k),306.06,12.96,0.04,13.46,5,1,6,0
"Union, Louisiana",Confirmed (per 100k),303.06,13.57,0.04,10.41,5,1,6,0
"Worcester, Massachusetts",Confirmed (per 100k),301.34,18.13,0.06,8.67,5,1,6,0
"Prince George's, Maryland",Confirmed (per 100k),299.34,18.95,0.06,7.83,5,1,6,-1
"Burlington, New Jersey",Confirmed (per 100k),297.74,14.76,0.05,11.08,5,1,6,0
"Litchfield, Connecticut",Confirmed (per 100k),296.67,18.62,0.06,8.05,5,1,6,0
"Franklin, Louisiana",Confirmed (per 100k),289.78,16.42,0.06,9.38,5,1,6,0
"Weld, Colorado",Confirmed (per 100k),285.99,12.55,0.04,12.05,5,1,6,0
"Bristol, Massachusetts",Confirmed (per 100k),283.96,17.01,0.06,8.85,5,1,6,0
"Genesee, Michigan",Confirmed (per 100k),282.64,13.06,0.05,11.90,5,1,6,0
"Ouachita, Louisiana",Confirmed (per 100k),279.88,12.68,0.05,12.52,5,1,6,0
"Pointe Coupee, Louisiana",Confirmed (per 100k),276.12,17.09,0.06,7.70,5,1,6,0
"Mountrail, North Dakota",Confirmed (per 100k),275.01,12.19,0.04,12.36,5,1,6,1
"St. Mary, Louisiana",Confirmed (per 100k),271.54,14.18,0.05,10.87,5,1,6,0
"Yakima, Washington",Confirmed (per 100k),268.66,13.38,0.05,10.60,5,1,6,0
"Lackawanna, Pennsylvania",Confirmed (per 100k),266.60,17.78,0.07,7.52,5,1,6,-1
"Crittenden, Arkansas",Confirmed (per 100k),254.41,17.87,0.07,7.53,5,1,6,0
"Lake, Illinois",Confirmed (per 100k),253.68,13.74,0.05,9.89,5,1,6,0
"St. Francis, Arkansas",Confirmed (per 100k),252.06,9.15,0.04,10.44,5,1,6,-1
"Thomas, Georgia",Confirmed (per 100k),251.96,15.75,0.06,7.29,5,1,6,-1
"Sumter, Alabama",Confirmed (per 100k),249.46,13.79,0.06,8.26,5,1,6,-1
"Johnson, Georgia",Confirmed (per 100k),248.89,11.85,0.05,10.13,5,1,6,-2
"St. Louis City, Missouri",Confirmed (per 100k),247.19,11.74,0.05,12.12,5,1,6,0
"Greene, Alabama",Confirmed (per 100k),246.58,14.09,0.06,9.18,5,1,6,-1
"Yazoo, Mississippi",Confirmed (per 100k),242.51,12.99,0.05,10.33,5,1,6,0
"Catahoula, Louisiana",Confirmed (per 100k),242.26,12.04,0.05,11.78,5,1,6,0
"Bucks, Pennsylvania",Confirmed (per 100k),237.16,13.26,0.06,9.32,5,1,6,0
"Iberia, Louisiana",Confirmed (per 100k),234.86,12.68,0.05,10.18,5,1,6,0
"Lauderdale, Mississippi",Confirmed (per 100k),234.74,15.61,0.07,7.83,5,1,6,-1
"Kankakee, Illinois",Confirmed (per 100k),229.38,10.53,0.05,11.26,5,1,6,-1
"Wyandotte, Kansas",Confirmed (per 100k),229.10,10.19,0.04,12.78,5,1,6,0
"Johnson, Indiana",Confirmed (per 100k),226.34,10.57,0.05,12.24,5,1,6,0
"Talbot, Georgia",Confirmed (per 100k),225.99,9.22,0.04,11.09,5,1,6,0
"Mahoning, Ohio",Confirmed (per 100k),223.89,11.31,0.05,10.69,5,1,6,0
"Hendricks, Indiana",Confirmed (per 100k),221.95,9.81,0.04,12.68,5,1,6,0
"Leflore, Mississippi",Confirmed (per 100k),219.99,13.69,0.06,7.84,5,1,6,0
"Madison, Indiana",Confirmed (per 100k),218.42,14.33,0.07,8.37,5,1,6,-1
"Chickasaw, Mississippi",Confirmed (per 100k),216.34,13.36,0.06,7.53,5,1,6,-1
"Will, Illinois",Confirmed (per 100k),216.29,10.73,0.05,10.88,5,1,6,0
"Gloucester, New Jersey",Confirmed (per 100k),213.97,12.83,0.06,9.26,5,1,6,0
"Greene, Georgia",Confirmed (per 100k),212.84,9.36,0.04,10.74,5,1,6,0
"Lee, South Carolina",Confirmed (per 100k),207.99,12.73,0.06,9.12,5,1,6,0
"Decatur, Georgia",Confirmed (per 100k),204.51,9.20,0.04,9.80,5,1,6,-1
"St. Louis, Missouri",Confirmed (per 100k),203.78,9.31,0.05,11.87,5,1,6,0
"Montgomery, Maryland",Confirmed (per 100k),203.01,11.49,0.06,8.95,5,1,6,-1
"Cape May, New Jersey",Confirmed (per 100k),202.09,12.11,0.06,8.62,5,1,6,0
"Denver, Colorado",Confirmed (per 100k),201.87,9.33,0.05,12.01,5,1,6,0
"Pearl River, Mississippi",Confirmed (per 100k),201.67,10.80,0.05,9.52,5,1,6,0
"Lake, Indiana",Confirmed (per 100k),201.44,12.21,0.06,8.02,5,1,6,-1
"Hall, Georgia",Confirmed (per 100k),201.04,10.20,0.05,9.48,5,1,6,0
"Boone, Indiana",Confirmed (per 100k),200.46,11.16,0.06,9.44,5,1,6,0
"Charles, Maryland",Confirmed (per 100k),200.30,12.78,0.06,8.02,5,1,6,-1
"Baltimore City, Maryland",Confirmed (per 100k),195.45,11.77,0.06,7.86,5,1,6,-1
"Kent, Delaware",Confirmed (per 100k),194.71,11.38,0.06,9.00,5,1,6,-1
"Ware, Georgia",Confirmed (per 100k),193.09,9.59,0.05,10.68,5,1,6,-1
"Tift, Georgia",Confirmed (per 100k),191.91,9.49,0.05,10.71,5,1,6,0
"Arlington, Virginia",Confirmed (per 100k),191.27,10.01,0.05,10.16,5,1,6,0
"Albany, New York",Confirmed (per 100k),190.18,9.63,0.05,10.79,5,1,6,0
"Arapahoe, Colorado",Confirmed (per 100k),189.31,9.12,0.05,11.50,5,1,6,0
"Suwannee, Florida",Confirmed (per 100k),186.87,10.94,0.06,9.19,5,1,6,-1
"Baltimore, Maryland",Confirmed (per 100k),183.23,10.69,0.06,9.40,5,1,6,-1
"Saginaw, Michigan",Confirmed (per 100k),183.16,9.52,0.05,9.92,5,1,6,-1
"Franklin, Mississippi",Confirmed (per 100k),181.51,9.26,0.05,8.94,5,1,6,0
"Fulton, Georgia",Confirmed (per 100k),181.31,8.11,0.04,12.02,5,1,6,0
"Muhlenberg, Kentucky",Confirmed (per 100k),179.61,9.33,0.05,7.58,5,1,6,0
"New Castle, Delaware",Confirmed (per 100k),179.51,8.64,0.05,11.91,5,1,6,0
"Forrest, Mississippi",Confirmed (per 100k),178.91,12.02,0.07,7.01,5,1,6,-1
"Sandoval, New Mexico",Confirmed (per 100k),178.54,13.04,0.07,7.27,5,1,6,-1
"Lancaster, Pennsylvania",Confirmed (per 100k),177.75,9.24,0.05,10.10,5,1,6,0
"Broward, Florida",Confirmed (per 100k),177.49,7.35,0.04,13.89,5,1,6,0
"Lee, Alabama",Confirmed (per 100k),177.46,10.51,0.06,9.08,5,1,6,-1
"Trousdale, Tennessee",Confirmed (per 100k),177.24,7.60,0.04,13.74,5,1,6,0
"Alpine, California",Confirmed (per 100k),177.15,12.65,0.07,7.97,5,1,6,-1
"Carbon, Pennsylvania",Confirmed (per 100k),176.06,8.01,0.05,12.99,5,1,6,0
"Jackson, Indiana",Confirmed (per 100k),174.09,9.04,0.05,10.99,5,1,6,0
"Goochland, Virginia",Confirmed (per 100k),172.61,9.62,0.06,9.40,5,1,6,-1
"Alexandria, Virginia",Confirmed (per 100k),172.49,9.95,0.06,8.67,5,1,6,-1
"Sunflower, Mississippi",Confirmed (per 100k),171.25,8.53,0.05,11.53,5,1,6,0
"Perry, Mississippi",Confirmed (per 100k),167.04,7.16,0.04,13.74,5,1,6,1
"Schuylkill, Pennsylvania",Confirmed (per 100k),166.95,7.68,0.05,11.36,5,1,6,0
"DeKalb, Georgia",Confirmed (per 100k),164.23,9.12,0.06,9.02,5,1,6,0
"Apache, Arizona",Confirmed (per 100k),164.15,6.36,0.04,12.82,5,1,6,0
"Coffee, Georgia",Confirmed (per 100k),164.07,6.93,0.04,12.82,5,1,6,-1
"Steuben, New York",Confirmed (per 100k),161.46,9.59,0.06,9.59,5,1,6,0
"Shelby, Tennessee",Confirmed (per 100k),160.91,6.81,0.04,12.83,5,1,6,0
"Clayton, Georgia",Confirmed (per 100k),160.13,7.97,0.05,10.63,5,1,6,0
"Tolland, Connecticut",Confirmed (per 100k),159.90,9.95,0.06,7.98,5,1,6,0
"Floyd, Indiana",Confirmed (per 100k),159.19,7.10,0.04,12.59,5,1,6,0
"DuPage, Illinois",Confirmed (per 100k),158.52,7.91,0.05,10.52,5,1,6,0
"Schenectady, New York",Confirmed (per 100k),157.76,8.09,0.05,10.89,5,1,6,0
"Sumter, South Carolina",Confirmed (per 100k),157.42,7.50,0.05,12.36,5,1,6,0
"Jerome, Idaho",Confirmed (per 100k),155.66,7.02,0.05,10.57,5,1,6,-1
"Johnson, Iowa",Confirmed (per 100k),154.82,7.47,0.05,11.98,5,1,6,0
"Anne Arundel, Maryland",Confirmed (per 100k),154.69,9.35,0.06,8.22,5,1,6,-1
"Hampshire, Massachusetts",Confirmed (per 100k),154.20,6.66,0.04,13.42,5,1,6,0
"Attala, Mississippi",Confirmed (per 100k),154.07,7.86,0.05,9.28,5,1,6,2
"Walthall, Mississippi",Confirmed (per 100k),154.00,7.00,0.05,12.62,5,1,6,0
"Jefferson Davis, Louisiana",Confirmed (per 100k),153.02,9.11,0.06,9.46,5,1,6,-1
"Washington, Mississippi",Confirmed (per 100k),152.59,6.83,0.04,11.93,5,1,6,0
"Butts, Georgia",Confirmed (per 100k),152.39,9.17,0.06,8.57,5,1,6,-1
"Montrose, Colorado",Confirmed (per 100k),152.02,9.35,0.06,8.39,5,1,6,0
"Kent, Rhode Island",Confirmed (per 100k),151.56,9.30,0.06,7.47,5,1,6,0
"Pickens, Alabama",Confirmed (per 100k),150.53,7.88,0.05,9.23,5,1,6,0
"Lucas, Ohio",Confirmed (per 100k),150.35,7.50,0.05,10.40,5,1,6,0
"Henrico, Virginia",Confirmed (per 100k),150.23,7.00,0.05,11.16,5,1,6,0
"Hamilton, Nebraska",Confirmed (per 100k),150.15,9.19,0.06,8.31,5,1,6,0
"Wayne, Pennsylvania",Confirmed (per 100k),149.92,7.79,0.05,10.39,5,1,6,0
"Emporia, Virginia",Confirmed (per 100k),149.64,10.69,0.07,7.79,5,1,6,-1
"Lapeer, Michigan",Confirmed (per 100k),149.53,9.95,0.07,7.69,5,1,6,-1
"Humphreys, Mississippi",Confirmed (per 100k),148.81,10.63,0.07,7.50,5,1,6,-1
"Spalding, Georgia",Confirmed (per 100k),148.42,7.28,0.05,9.88,5,1,6,0
"Calcasieu, Louisiana",Confirmed (per 100k),147.47,6.39,0.04,13.11,5,1,6,0
"Adams, Colorado",Confirmed (per 100k),146.50,8.53,0.06,9.13,5,1,6,0
"St. Clair, Michigan",Confirmed (per 100k),145.79,7.27,0.05,11.36,5,1,6,0
"McDuffie, Georgia",Confirmed (per 100k),145.46,9.38,0.06,7.77,5,1,6,-1
"Randolph, Illinois",Confirmed (per 100k),144.74,6.74,0.05,12.17,5,1,6,0
"Burke, Georgia",Confirmed (per 100k),142.97,7.02,0.05,11.06,5,1,6,-1
"Dawson, Georgia",Confirmed (per 100k),141.72,8.21,0.06,8.94,5,1,6,0
"Henry, Georgia",Confirmed (per 100k),140.69,6.46,0.05,11.96,5,1,6,0
"Leavenworth, Kansas",Confirmed (per 100k),140.66,6.29,0.04,10.47,5,1,6,-1
"Richland, South Carolina",Confirmed (per 100k),139.26,7.15,0.05,11.04,5,1,6,0
"Copiah, Mississippi",Confirmed (per 100k),138.96,8.14,0.06,8.96,5,1,6,0
"Howard, Maryland",Confirmed (per 100k),138.48,6.58,0.05,11.45,5,1,6,0
"Benton, Washington",Confirmed (per 100k),138.46,6.08,0.04,13.45,5,1,6,0
"Bartholomew, Indiana",Confirmed (per 100k),138.46,8.01,0.06,10.22,5,1,6,0
"Jenkins, Georgia",Confirmed (per 100k),138.31,8.23,0.06,8.94,5,1,6,-1
"Douglas, Georgia",Confirmed (per 100k),138.03,7.32,0.05,10.02,5,1,6,0
"Chester, Pennsylvania",Confirmed (per 100k),137.53,8.22,0.06,8.62,5,1,6,0
"Windham, Vermont",Confirmed (per 100k),137.37,6.43,0.05,12.67,5,1,6,0
"Meriwether, Georgia",Confirmed (per 100k),137.01,5.40,0.04,12.99,5,1,6,2
"Livingston, Michigan",Confirmed (per 100k),136.98,5.95,0.04,12.72,5,1,6,0
"Genesee, New York",Confirmed (per 100k),136.17,7.23,0.05,11.15,5,1,6,-1
"Columbiana, Ohio",Confirmed (per 100k),133.49,7.29,0.05,9.33,5,1,6,-1
"Jackson, Michigan",Confirmed (per 100k),131.85,6.22,0.05,11.14,5,1,6,0
"Wagoner, Oklahoma",Confirmed (per 100k),131.63,7.91,0.06,7.83,5,1,6,1
"Jackson, Mississippi",Confirmed (per 100k),131.60,7.06,0.05,9.63,5,1,6,1
"Broomfield, Colorado",Confirmed (per 100k),130.56,7.30,0.06,9.64,5,1,6,0
"Atlantic, New Jersey",Confirmed (per 100k),130.47,8.34,0.06,7.56,5,1,6,0
"Cobb, Georgia",Confirmed (per 100k),130.24,6.31,0.05,10.59,5,1,6,0
"Amite, Mississippi",Confirmed (per 100k),130.11,9.29,0.07,7.10,5,1,6,-1
"Osage, Oklahoma",Confirmed (per 100k),129.89,8.21,0.06,8.81,5,1,6,0
"Hinds, Mississippi",Confirmed (per 100k),129.83,6.29,0.05,11.24,5,1,6,0
"Charles City, Virginia",Confirmed (per 100k),129.25,8.21,0.06,9.35,5,1,6,-1
"Rockingham, New Hampshire",Confirmed (per 100k),128.81,6.64,0.05,10.61,5,1,6,1
"Clarke, Mississippi",Confirmed (per 100k),128.69,8.27,0.06,7.35,5,1,6,1
"Washington, Texas",Confirmed (per 100k),128.20,7.96,0.06,8.42,5,1,6,0
"Union, Indiana",Confirmed (per 100k),127.59,8.10,0.06,7.79,5,1,6,-2
"Marengo, Alabama",Confirmed (per 100k),127.23,6.82,0.05,10.20,5,1,6,0
"Palm Beach, Florida",Confirmed (per 100k),124.74,5.80,0.05,12.18,5,1,6,0
"Taylor, Georgia",Confirmed (per 100k),124.69,7.13,0.06,8.49,5,1,6,-1
"Evangeline, Louisiana",Confirmed (per 100k),122.77,6.42,0.05,11.39,5,1,6,0
"Kenosha, Wisconsin",Confirmed (per 100k),122.67,6.49,0.05,10.36,5,1,6,0
"Clark, Indiana",Confirmed (per 100k),120.88,6.16,0.05,10.58,5,1,6,0
"Jackson, West Virginia",Confirmed (per 100k),118.98,7.00,0.06,8.51,5,1,6,0
"Salt Lake, Utah",Confirmed (per 100k),118.66,5.26,0.04,12.14,5,1,6,1
"Lubbock, Texas",Confirmed (per 100k),118.17,6.39,0.05,9.23,5,1,6,0
"Natchitoches, Louisiana",Confirmed (per 100k),117.93,6.36,0.05,10.21,5,1,6,0
"Macon, Tennessee",Confirmed (per 100k),117.88,6.39,0.05,9.98,5,1,6,-1
"Galveston, Texas",Confirmed (per 100k),117.20,5.01,0.04,13.60,5,1,6,2
"Durham, North Carolina",Confirmed (per 100k),116.96,5.02,0.04,12.03,5,1,6,1
"Washoe, Nevada",Confirmed (per 100k),116.43,6.76,0.06,9.08,5,1,6,0
"Orange, North Carolina",Confirmed (per 100k),115.84,7.50,0.06,8.16,5,1,6,-1
"San Francisco, California",Confirmed (per 100k),115.59,5.46,0.05,12.42,5,1,6,0
"Hardin, Texas",Confirmed (per 100k),114.58,5.95,0.05,10.54,5,1,6,-1
"Newport, Rhode Island",Confirmed (per 100k),114.52,6.44,0.06,9.03,5,1,6,2
"Putnam, Indiana",Confirmed (per 100k),114.43,5.70,0.05,10.65,5,1,6,1
"Lincoln, Georgia",Confirmed (per 100k),113.62,5.41,0.05,12.36,5,1,6,0
"Clear Creek, Colorado",Confirmed (per 100k),113.40,5.89,0.05,12.13,5,1,6,0
"Kit Carson, Colorado",Confirmed (per 100k),112.72,6.04,0.05,10.97,5,1,6,0
"St. Joseph, Indiana",Confirmed (per 100k),112.57,6.88,0.06,7.02,5,1,6,1
"Shelby, Alabama",Confirmed (per 100k),111.62,5.12,0.05,12.63,5,1,6,0
"Calvert, Maryland",Confirmed (per 100k),111.32,7.10,0.06,8.83,5,1,6,-1
"Henry, Iowa",Confirmed (per 100k),110.25,5.01,0.05,12.92,5,1,6,0
"Hillsborough, New Hampshire",Confirmed (per 100k),109.83,5.82,0.05,10.03,5,1,6,2
"Niagara, New York",Confirmed (per 100k),109.42,5.05,0.05,11.93,5,1,6,0
"Richland, Louisiana",Confirmed (per 100k),109.33,5.68,0.05,11.17,5,1,6,1
"Concordia, Louisiana",Confirmed (per 100k),109.04,6.68,0.06,9.12,5,1,6,0
"Oneida, New York",Confirmed (per 100k),108.89,7.56,0.07,7.59,5,1,6,0
"Clay, Mississippi",Confirmed (per 100k),108.72,7.40,0.07,8.45,5,1,6,-1
"Garland, Arkansas",Confirmed (per 100k),105.65,7.47,0.07,7.46,5,1,6,-1
"Wyoming, New York",Confirmed (per 100k),105.37,5.38,0.05,10.09,5,1,6,2
"Hancock, Mississippi",Confirmed (per 100k),104.97,5.10,0.05,11.35,5,1,6,2
"Choctaw, Alabama",Confirmed (per 100k),103.26,6.81,0.07,7.04,5,1,6,-1
"Bristol, Rhode Island",Confirmed (per 100k),103.14,5.30,0.05,10.16,5,1,6,2
"Dauphin, Pennsylvania",Confirmed (per 100k),103.13,5.29,0.05,10.29,5,1,6,1
"Trumbull, Ohio",Confirmed (per 100k),102.54,5.27,0.05,10.70,5,1,6,0
"Clarke, Alabama",Confirmed (per 100k),101.60,6.65,0.07,7.21,5,1,6,-1
"Bibb, Alabama",Confirmed (per 100k),98.24,5.74,0.06,7.43,5,1,6,-1
"Geauga, Ohio",Confirmed (per 100k),98.24,5.80,0.06,7.47,5,1,6,1
"Cecil, Maryland",Confirmed (per 100k),98.20,5.69,0.06,8.37,5,1,6,-1
"Tuscola, Michigan",Confirmed (per 100k),95.70,5.47,0.06,10.05,5,1,6,0
"Fayette, Tennessee",Confirmed (per 100k),94.81,5.21,0.05,10.05,5,1,6,0
"Coweta, Georgia",Confirmed (per 100k),94.27,5.48,0.06,8.99,5,1,6,1
"Dodge, Georgia",Confirmed (per 100k),92.21,5.55,0.06,7.27,5,1,6,1
"St. Clair, Illinois",Confirmed (per 100k),92.03,5.39,0.06,8.81,5,1,6,-1
"Lincoln, Louisiana",Confirmed (per 100k),91.99,5.50,0.06,9.66,5,1,6,0
"Harris, Texas",Confirmed (per 100k),91.36,5.32,0.06,9.61,5,1,6,0
"Pulaski, Arkansas",Confirmed (per 100k),90.58,5.98,0.07,7.48,5,1,6,1
"Dickens, Texas",Confirmed (per 100k),90.46,6.46,0.07,7.97,5,1,6,-3
"Henderson, North Carolina",Confirmed (per 100k),90.28,5.84,0.06,7.62,5,1,6,-1
"Sussex, Virginia",Confirmed (per 100k),89.61,5.12,0.06,9.35,5,1,6,1
"Moore, North Carolina",Confirmed (per 100k),88.22,7.22,0.08,7.19,5,1,6,-1
"Belmont, Ohio",Confirmed (per 100k),88.05,5.97,0.07,8.19,5,1,6,-1
"Orleans, New York",Confirmed (per 100k),84.26,6.02,0.07,7.19,5,1,6,1
"Clinton, Iowa",Confirmed (per 100k),84.00,5.85,0.07,7.27,5,1,6,1
"Greenville, South Carolina",Confirmed (per 100k),83.28,5.08,0.06,8.39,5,1,6,1
"Walker, Texas",Confirmed (per 100k),79.48,4.50,0.06,4.50,4,2,6,-1
"Windham, Connecticut",Confirmed (per 100k),76.21,5.63,0.07,7.21,5,1,6,-1
"Carlton, Minnesota",Confirmed (per 100k),75.27,5.18,0.07,7.91,5,1,6,-1
"Washington, New York",Confirmed (per 100k),75.16,5.14,0.07,7.05,5,1,6,1
"Racine, Wisconsin",Confirmed (per 100k),72.84,5.24,0.07,7.31,5,1,6,1
"Pemiscot, Missouri",Confirmed (per 100k),69.60,4.52,0.06,5.19,4,2,6,-1
"Walworth, Wisconsin",Confirmed (per 100k),68.36,3.85,0.06,6.26,4,2,6,1
"Clay, Minnesota",Confirmed (per 100k),66.96,5.12,0.08,7.06,5,1,6,-1
"Elmore, Alabama",Confirmed (per 100k),66.50,4.40,0.07,6.41,4,2,6,1
"Rockcastle, Kentucky",Confirmed (per 100k),65.89,4.28,0.06,6.86,4,2,6,-1
"Putnam, Florida",Confirmed (per 100k),65.75,4.79,0.07,6.77,4,2,6,0
"Clay, Tennessee",Confirmed (per 100k),65.66,3.75,0.06,6.58,4,2,6,-2
"Shenandoah, Virginia",Confirmed (per 100k),64.20,4.59,0.07,6.08,4,2,6,2
"Muskegon, Michigan",Confirmed (per 100k),63.38,4.20,0.07,6.06,4,2,6,1
"Toombs, Georgia",Confirmed (per 100k),63.36,4.26,0.07,6.93,4,2,6,1
"Putnam, Georgia",Confirmed (per 100k),63.29,4.52,0.07,4.79,4,2,6,0
